direction,bnss_section_id,bnss_title,crpc_section_id,crpc_title,bridge_kind,mapping_note
crpc_to_bnss,227,If in the opinion of a Magistrate taking cognizance of an offence there is,204,Issue of process.—(1) If in the opinion of a Magistrate taking cogniz ance of an offence there is,auto,"shared_keywords=['magistrate', 'offence', 'opinion', 'taking', 'there']; title_jaccard=0.50"
bnss_to_crpc,229,"If, in the opinion of a Magistrate taking cognizance of a petty offence, the",206,"Special summons in cases of petty offence. —(1) If, in the opinion of a Magistrate taking",auto,"shared_keywords=['magistrate', 'offence', 'opinion', 'petty', 'taking']; title_jaccard=0.56"
crpc_to_bnss,229,"If, in the opinion of a Magistrate taking cognizance of a petty offence, the",206,"Special summons in cases of petty offence. —(1) If, in the opinion of a Magistrate taking",auto,"shared_keywords=['magistrate', 'offence', 'opinion', 'petty', 'taking']; title_jaccard=0.56"
bnss_to_crpc,232,"When in a case instituted on a police report or otherwise, the accused appears or",207,Supply to the accused of copy of police report and other documents. —In any case where,auto,"shared_keywords=['accused', 'case', 'police', 'report']; title_jaccard=0.40"
crpc_to_bnss,232,"When in a case instituted on a police report or otherwise, the accused appears or",207,Supply to the accused of copy of police report and other documents. —In any case where,auto,"shared_keywords=['accused', 'case', 'police', 'report']; title_jaccard=0.40"
bnss_to_crpc,234,Every charge under this Sanhita shall state the offence with which the accused,211,Contents of charge. —(1) Every charge under this Code shall state the offence with which the,auto,"shared_keywords=['charge', 'offence', 'state']; title_jaccard=0.50"
crpc_to_bnss,234,Every charge under this Sanhita shall state the offence with which the accused,211,Contents of charge. —(1) Every charge under this Code shall state the offence with which the,auto,"shared_keywords=['charge', 'offence', 'state']; title_jaccard=0.50"
bnss_to_crpc,235,The charge shall contain such particulars as to the time and place of the,212,"Particulars as to time, place and person. —(1) The charge shall contain such particulars as to",auto,"shared_keywords=['charge', 'contain', 'particulars', 'place', 'time']; title_jaccard=1.00"
crpc_to_bnss,235,The charge shall contain such particulars as to the time and place of the,212,"Particulars as to time, place and person. —(1) The charge shall contain such particulars as to",auto,"shared_keywords=['charge', 'contain', 'particulars', 'place', 'time']; title_jaccard=1.00"
bnss_to_crpc,237,In every charge words used in describing an offence shall be deemed to have,214,Words in charge taken in sense of law under which offence is punishable. —In every charge,auto,"shared_keywords=['charge', 'offence', 'words']; title_jaccard=0.33"
crpc_to_bnss,237,In every charge words used in describing an offence shall be deemed to have,214,Words in charge taken in sense of law under which offence is punishable. —In every charge,auto,"shared_keywords=['charge', 'offence', 'words']; title_jaccard=0.33"
bnss_to_crpc,238,No error in stating either the offence or the particulars required to be stated in,215,Effect of errors.— No error in stating either the offence or the particulars required to be stated,auto,"shared_keywords=['either', 'error', 'offence', 'particulars', 'required', 'stated', 'stating']; title_jaccard=0.78"
crpc_to_bnss,238,No error in stating either the offence or the particulars required to be stated in,215,Effect of errors.— No error in stating either the offence or the particulars required to be stated,auto,"shared_keywords=['either', 'error', 'offence', 'particulars', 'required', 'stated', 'stating']; title_jaccard=0.78"
bnss_to_crpc,239,Any Court may alter or add to any charge at any time before judgment is,216,Court may alter charge .—(1) Any Court may alter or add to any charge at any time before,auto,"shared_keywords=['alter', 'before', 'charge', 'time']; title_jaccard=0.80"
crpc_to_bnss,239,Any Court may alter or add to any charge at any time before judgment is,216,Court may alter charge .—(1) Any Court may alter or add to any charge at any time before,auto,"shared_keywords=['alter', 'before', 'charge', 'time']; title_jaccard=0.80"
bnss_to_crpc,240,Whenever a charge is altered or added to by the Court after the commencement,217,Recall of witnesses when c harge altered.—Whenever a charge is altered or added to by the,auto,"shared_keywords=['added', 'altered', 'charge', 'whenever']; title_jaccard=0.44"
crpc_to_bnss,240,Whenever a charge is altered or added to by the Court after the commencement,217,Recall of witnesses when c harge altered.—Whenever a charge is altered or added to by the,auto,"shared_keywords=['added', 'altered', 'charge', 'whenever']; title_jaccard=0.44"
bnss_to_crpc,241,Separate charges for distinct offences .—(1) For every distinct offence of which any person is,218,Separate charges for distinct offences. —(1) For every distinct offence of which any person is,manual,manual: separate charges for distinct offences (CrPC §218 → BNSS §241)
crpc_to_bnss,241,Separate charges for distinct offences .—(1) For every distinct offence of which any person is,218,Separate charges for distinct offences. —(1) For every distinct offence of which any person is,manual,manual: separate charges for distinct offences (CrPC §218 → BNSS §241)
bnss_to_crpc,242,( 1) When a person is accused of more offences than one of the same kind,219,Three offences of same kind within year may be charged together. —(1) When a person is,auto,"shared_keywords=['kind', 'offences', 'same']; title_jaccard=0.27"
crpc_to_bnss,242,( 1) When a person is accused of more offences than one of the same kind,219,Three offences of same kind within year may be charged together. —(1) When a person is,auto,"shared_keywords=['kind', 'offences', 'same']; title_jaccard=0.27"
bnss_to_crpc,243,"If, in one series of acts so connected together as to form the same transaction,",220,"Trial for more than one offence.—(1) If, in one series of acts so connected together as to form",auto,"shared_keywords=['acts', 'connected', 'form', 'series', 'together']; title_jaccard=0.45"
crpc_to_bnss,243,"If, in one series of acts so connected together as to form the same transaction,",220,"Trial for more than one offence.—(1) If, in one series of acts so connected together as to form",auto,"shared_keywords=['acts', 'connected', 'form', 'series', 'together']; title_jaccard=0.45"
bnss_to_crpc,244,If a single act or series of acts is of such a nature that it is doubtful which of,221,Where it is doubtful what offence has been committed. —(1) If a single act or series of acts is,auto,"shared_keywords=['acts', 'doubtful', 'series', 'single']; title_jaccard=0.50"
crpc_to_bnss,244,If a single act or series of acts is of such a nature that it is doubtful which of,221,Where it is doubtful what offence has been committed. —(1) If a single act or series of acts is,auto,"shared_keywords=['acts', 'doubtful', 'series', 'single']; title_jaccard=0.50"
bnss_to_crpc,246,"The following persons may be charged and tried together, namely:",223,What persons may be charged jointly. —The following persons may be charged and tried,auto,"shared_keywords=['charged', 'following', 'tried']; title_jaccard=0.43"
crpc_to_bnss,246,"The following persons may be charged and tried together, namely:",223,What persons may be charged jointly. —The following persons may be charged and tried,auto,"shared_keywords=['charged', 'following', 'tried']; title_jaccard=0.43"
bnss_to_crpc,248,"In every trial before a Court of Session, the prosecution shall be conducted by a",225,"Trial to be conducted by Public Prosecutor. —In every trial before a Court of Session, the",auto,"shared_keywords=['before', 'conducted', 'session', 'trial']; title_jaccard=0.57"
crpc_to_bnss,248,"In every trial before a Court of Session, the prosecution shall be conducted by a",225,"Trial to be conducted by Public Prosecutor. —In every trial before a Court of Session, the",auto,"shared_keywords=['before', 'conducted', 'session', 'trial']; title_jaccard=0.57"
bnss_to_crpc,249,"When the accused appears or is brought before the Court, in pursuance of a",251,Substance of accusation to be stated .—When in a summ ons-case the accused appears or is brought,auto,"shared_keywords=['accused', 'appears', 'brought']; title_jaccard=0.30"
crpc_to_bnss,249,"When the accused appears or is brought before the Court, in pursuance of a",251,Substance of accusation to be stated .—When in a summ ons-case the accused appears or is brought,auto,"shared_keywords=['accused', 'appears', 'brought']; title_jaccard=0.30"
bnss_to_crpc,251,"If, after such consideration and hearing as aforesaid, the Judge is of opinion",228,"Framing of charge. —(1) If, after such consideration and hearing as aforesaid, the Judge is of",auto,"shared_keywords=['aforesaid', 'after', 'consideration', 'hearing', 'judge']; title_jaccard=0.62"
crpc_to_bnss,251,"If, after such consideration and hearing as aforesaid, the Judge is of opinion",228,"Framing of charge. —(1) If, after such consideration and hearing as aforesaid, the Judge is of",auto,"shared_keywords=['aforesaid', 'after', 'consideration', 'hearing', 'judge']; title_jaccard=0.62"
bnss_to_crpc,252,"If the accused pleads guilty, the Judge shall record the plea and may, in his",229,"Conviction on plea of guilty.—If the accused pleads guilty, the Judge shall record the plea and may, in his",auto,"shared_keywords=['accused', 'guilty', 'judge', 'plea', 'pleads', 'record']; title_jaccard=0.86"
crpc_to_bnss,252,"If the accused pleads guilty, the Judge shall record the plea and may, in his",229,"Conviction on plea of guilty.—If the accused pleads guilty, the Judge shall record the plea and may, in his",auto,"shared_keywords=['accused', 'guilty', 'judge', 'plea', 'pleads', 'record']; title_jaccard=0.86"
