direction,bns_section_id,bns_title,ipc_section_id,ipc_title,bridge_kind,mapping_note
ipc_to_bns,165,Deserter concealed on board merchant vessel through negligence of master.,137,"Deserter concealed on board merchant vessel, through negligence of master or person in charge thereof",auto,matched via shared concepts: desertion
ipc_to_bns,166,"Abetment of act of insubordination by soldier, sailor or airman.",138,"Abetment of act of insubordination by an officer, soldier, sailor or airman, if the offence be committed in consequence",auto,"matched via content overlap: abetment, airman, insubordination"
ipc_to_bns,178,"Counterfeiting coin, Government stamps, currency-notes or bank-notes.",14,“Servant of Government”,auto,matched via content overlap: government
ipc_to_bns,168,"Wearing garb or carrying token used by soldier, sailor or airman.",140,"Wearing the dress or carrying any token used by a soldier, sailor or airman with intent that it may be believed that he is such a soldier, sailor or airman",auto,"matched via content overlap: airman, carry, member"
ipc_to_bns,190,Every member of unlawful assembly guilty of offence committed in prosecution of common object.,145,"Joining or continuing in an unlawful assembly, Knowing that it has been commanded to disperse",auto,matched via shared concepts: unlawful-assembly
ipc_to_bns,191,Rioting.,146,Rioting,auto,"matched via shared concepts: rioting, unlawful-assembly"
ipc_to_bns,192,Wantonly giving provocation with intent to cause riot-if rioting be committed; if not committed.,147,Rioting,auto,matched via shared concepts: rioting
ipc_to_bns,312,Attempt to commit robbery or dacoity when armed with deadly weapon.,148,Rioting armed with deadly Weapon,auto,"matched via content overlap: armed, deadly, weapon"
ipc_to_bns,190,Every member of unlawful assembly guilty of offence committed in prosecution of common object.,149,"If an offence be committed by any member of an unlawful assembly, every other member of such assembly shall be guilty of the offence",auto,matched via shared concepts: unlawful-assembly
ipc_to_bns,2,Definitions,15,[Definition of “British India”.] Rep. by the A. O. 1937.,manual,manual mapping: IPC §15 repealed — nearest BNS definitions hub
ipc_to_bns,95,"Hiring, employing or engaging a child to commit an offence.",150,"Hiring, engaging or employing persons to Take part in an unlawful assembly",auto,"matched via content overlap: employ, engag, hir"
ipc_to_bns,190,Every member of unlawful assembly guilty of offence committed in prosecution of common object.,151,Knowingly joining or continuing in any assembly of five or more Persons after it has been commanded to disperse,auto,matched via shared concepts: unlawful-assembly
ipc_to_bns,195,"Assaulting or obstructing public servant when suppressing riot, etc",152,"Assaulting or obstructing public servant when suppressing riot, etc.",auto,"matched via content overlap: assault, obstruct, riot"
ipc_to_bns,192,Wantonly giving provocation with intent to cause riot-if rioting be committed; if not committed.,153,"Wantonly giving provocation with intent to cause riot, If rioting be committed",auto,"matched via content overlap: provocation, riot, wantonly"
ipc_to_bns,196,"Promoting enmity between different groups on grounds of religion, race, place of birth, residence, language, etc., and doing acts prejudicial to maintenance of harmony",153a,Promoting enmity between classes,auto,matched via shared concepts: promoting-enmity
ipc_to_bns,196,"Promoting enmity between different groups on grounds of religion, race, place of birth, residence, language, etc., and doing acts prejudicial to maintenance of harmony",153aa,Promoting enmity between classes,auto,matched via shared concepts: promoting-enmity
ipc_to_bns,197,"Imputations, assertions prejudicial to national integration.",153b,"Imputations, assertions prejudicial to national integration",auto,matched via shared concepts: promoting-enmity
ipc_to_bns,193,"Liability of owner, occupier, etc., of land on which an unlawful assembly or riot takes place.",154,"Owner or occupier of land non giving information of riot, etc.",auto,"matched via content overlap: land, occupier, owner"
ipc_to_bns,193,"Liability of owner, occupier, etc., of land on which an unlawful assembly or riot takes place.",155,Person for whose benefit or on whose behalf a riot takes place not using all lawful means to prevent it,auto,"matched via content overlap: place, prevent, riot"
ipc_to_bns,193,"Liability of owner, occupier, etc., of land on which an unlawful assembly or riot takes place.",156,Agent of owner or occupier for whose benefit a riot is committed not using all lawful means to prevent it,auto,"matched via content overlap: agent, occupier, owner"
ipc_to_bns,190,Every member of unlawful assembly guilty of offence committed in prosecution of common object.,157,Harbouring persons hired for an unlawful assembly,auto,"matched via content overlap: assembly, unlawful"
ipc_to_bns,193,"Liability of owner, occupier, etc., of land on which an unlawful assembly or riot takes place.",158,Being hired to take part in an unlawful assembly or riot,auto,"matched via content overlap: assembly, riot, unlawful"
ipc_to_bns,222,Omission to assist public servant when bound by law to give assistance.,159,Engaging in a public fight and disturbing peace is committing an affray with two or more individuals.,auto,matched via shared concepts: affray
ipc_to_bns,178,"Counterfeiting coin, Government stamps, currency-notes or bank-notes.",16,"[Definition of “Government of India”.] Rep., ibid.",auto,matched via content overlap: government
ipc_to_bns,222,Omission to assist public servant when bound by law to give assistance.,160,Committing affray,auto,matched via shared concepts: affray
ipc_to_bns,91,Act done with intent to prevent child being born alive or to cause to die after birth.,161,"Being or expecting to be a public servant, and taking A gratification other than Legal remuneration in respect of an official act",auto,"matched via content overlap: being, than"
ipc_to_bns,223,Disobedience to order duly promulgated by public servant.,162,"Taking a gratification in order, by corrupt or illegal means, to influence a public servant",auto,matched via content overlap: servant
ipc_to_bns,218,Resistance to taking of property by lawful authority of a public servant.,163,Taking a gratification for the exercise of personal influence with a public servant,auto,"matched via content overlap: servant, tak"
ipc_to_bns,59,Public servant concealing design to commit offence which it is his duty to prevent.,164,Abetment by public servant of the offences defined in the last two preceding clauses with reference to himself,auto,"matched via content overlap: abetment, servant"
ipc_to_bns,198,"Public servant disobeying law, with intent to cause injury to any person.",165,"Public servant obtaining any valuable thing, without consideration, From a person concerned in any proceeding or business transacted by Such public servant",auto,matched via content overlap: servant
ipc_to_bns,198,"Public servant disobeying law, with intent to cause injury to any person.",166,Public servant disobeying a direction of the law with intent to cause injury to any person,auto,"matched via content overlap: disobey, injury, servant"
